Campaign name,Ad set name,Ad name,Day,Age,Gender,Impressions,Reach,Frequency,Clicks (All),Link clicks,CTR (link click-through rate),CPC (cost per link click) (EUR),Amount spent (EUR),Results,Cost per results,Result type
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-31,25-34,Female,1927,893.0,2.16,58,28,1.47,0.48,13.44,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-02,65+,Male,795,378.0,2.1,15,8,1.01,0.48,3.84,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-22,55-64,Male,1868,968.0,1.93,44,20,1.08,0.56,11.2,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-18,35-44,Female,1614,813.0,1.99,40,25,1.56,0.43,10.75,1.0,10.75,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-14,25-34,Female,2336,1148.0,2.03,58,35,1.48,0.64,22.4,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-27,45-54,Female,3165,1513.0,2.09,56,29,0.91,0.42,12.18,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-07,25-34,Male,2900,1720.0,1.69,76,43,1.47,0.41,17.63,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-20,45-54,Male,2318,1400.0,1.66,71,33,1.41,0.52,17.16,1.0,17.16,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-20,55-64,Female,2287,1231.0,1.86,45,28,1.21,0.42,11.76,1.0,11.76,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-20,55-64,Female,1296,960.0,1.35,19,13,1.03,0.63,8.19,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-19,65+,Female,1042,598.0,1.74,30,16,1.57,0.52,8.32,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-26,45-54,Male,2464,1121.0,2.2,56,32,1.3,0.64,20.48,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-12,65+,Male,1046,477.0,2.19,39,23,2.17,0.69,15.87,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-27,18-24,Female,1055,499.0,2.11,31,17,1.66,0.5,8.5,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-24,18-24,Female,1880,1134.0,1.66,64,35,1.87,0.54,18.9,1.0,18.9,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-14,45-54,Female,1122,818.0,1.37,31,14,1.27,0.54,7.56,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-06,18-24,Female,1888,1159.0,1.63,55,25,1.35,0.43,10.75,1.0,10.75,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-01,45-54,Male,2782,1828.0,1.52,50,28,1.02,0.56,15.68,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-29,18-24,Female,1402,742.0,1.89,24,14,0.98,0.39,5.46,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-01,55-64,Male,3102,1520.0,2.04,117,54,1.75,0.39,21.06,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-23,25-34,Female,2647,1372.0,1.93,108,48,1.83,0.54,25.92,1.0,25.92,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-24,35-44,Male,2476,1517.0,1.63,63,40,1.6,0.47,18.8,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-12,35-44,Female,2486,1330.0,1.87,57,34,1.37,0.35,11.9,1.0,11.9,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-09,55-64,Female,1338,748.0,1.79,32,19,1.39,0.46,8.74,1.0,8.74,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-03,65+,Male,997,696.0,1.43,45,20,1.99,0.34,6.8,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-02,55-64,Male,2738,1280.0,2.14,122,56,2.04,0.35,19.6,2.0,9.8,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-27,18-24,Male,2714,1263.0,2.15,52,27,0.98,0.5,13.5,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-20,18-24,Male,1800,858.0,2.1,59,30,1.66,0.44,13.2,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-08,65+,Female,1202,560.0,2.15,27,13,1.1,0.38,4.94,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-23,35-44,Female,2011,1298.0,1.55,39,19,0.95,0.6,11.4,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-11,18-24,Female,3125,1773.0,1.76,101,71,2.28,0.52,36.92,2.0,18.46,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-09,25-34,Female,4027,1898.0,2.12,151,81,2.0,0.35,28.35,2.0,14.18,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-25,18-24,Male,3778,,,138,74,1.97,0.51,37.74,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-04,35-44,Male,3830,2899.0,1.32,147,83,2.17,0.45,37.35,2.0,18.68,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-16,25-34,Male,3564,2031.0,1.75,81,51,1.43,0.51,26.01,1.0,26.01,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-15,65+,Female,520,295.0,1.76,18,9,1.77,0.56,5.04,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-17,35-44,Male,4006,2599.0,1.54,101,57,1.41,0.42,23.94,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-18,65+,Female,1023,684.0,1.5,35,24,2.38,0.33,7.92,1.0,7.92,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-26,55-64,Female,2069,1475.0,1.4,77,36,1.74,0.43,15.48,1.0,15.48,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-28,55-64,Male,2879,1376.0,2.09,82,55,1.9,0.35,19.25,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-09,18-24,Male,1612,1047.0,1.54,54,28,1.75,0.61,17.08,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-03,18-24,Male,2193,1045.0,2.1,55,33,1.51,0.59,19.47,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-01,65+,Female,919,608.0,1.51,22,12,1.32,0.39,4.68,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-08,25-34,Female,3099,2181.0,1.42,72,35,1.13,0.53,18.55,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-03,35-44,Male,4462,2049.0,2.18,141,84,1.89,0.4,33.6,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-12,35-44,Male,2549,1380.0,1.85,107,53,2.07,0.39,20.67,1.0,20.67,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-19,18-24,Male,2424,1641.0,1.48,48,33,1.37,0.65,21.45,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-14,65+,Male,1299,621.0,2.09,38,19,1.48,0.49,9.31,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-20,18-24,Male,2280,1496.0,1.52,80,36,1.56,0.52,18.72,1.0,18.72,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-22,55-64,Male,1848,1297.0,1.42,54,35,1.91,0.56,19.6,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-03,35-44,Female,3383,2040.0,1.66,92,50,1.49,0.45,22.5,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-21,65+,Female,1085,535.0,2.03,33,19,1.76,0.55,10.45,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-26,45-54,Female,2118,980.0,2.16,64,39,1.84,0.5,19.5,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-17,55-64,Female,1410,708.0,1.99,64,28,1.99,0.56,15.68,1.0,15.68,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-26,35-44,Female,2520,1318.0,1.91,84,49,1.93,0.61,29.89,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-15,65+,Male,790,393.0,2.01,14,7,0.9,0.38,2.66,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-22,18-24,Male,2736,1797.0,1.52,122,55,2.02,0.44,24.2,2.0,12.1,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-20,35-44,Female,1316,636.0,2.07,23,15,1.11,0.5,7.5,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-11,55-64,Female,1278,898.0,1.42,49,26,2.01,0.63,16.38,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-16,18-24,Male,1419,1054.0,1.35,32,15,1.08,0.5,7.5,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-20,55-64,Male,1830,1078.0,1.7,53,23,1.24,0.48,11.04,1.0,11.04,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-15,65+,Female,1183,560.0,2.11,28,19,1.64,0.44,8.36,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-09,45-54,Male,2457,1877.0,1.31,63,31,1.25,0.48,14.88,1.0,14.88,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-20,55-64,Male,1783,822.0,2.17,71,31,1.73,0.49,15.19,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-31,45-54,Male,2265,1089.0,2.08,75,37,1.64,0.43,15.91,1.0,15.91,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-12,55-64,Male,1347,,,63,34,2.49,0.39,13.26,1.0,13.26,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-05,25-34,Male,1460,971.0,1.5,59,28,1.9,0.67,18.76,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-07,55-64,Female,1623,851.0,1.91,38,23,1.43,0.58,13.34,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-25,25-34,Female,3161,1662.0,1.9,96,60,1.9,0.53,31.8,2.0,15.9,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-04,55-64,Female,1349,679.0,1.99,27,17,1.23,0.37,6.29,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-17,25-34,Female,3028,1410.0,2.15,108,52,1.73,0.55,28.6,1.0,28.6,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-25,35-44,Female,2538,1329.0,1.91,89,40,1.57,0.47,18.8,1.0,18.8,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-16,65+,Female,568,370.0,1.54,24,12,2.2,0.41,4.92,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-25,35-44,Female,2061,1214.0,1.7,65,29,1.39,0.3,8.7,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-09,65+,Female,1637,904.0,1.81,40,20,1.23,0.52,10.4,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-10,45-54,Female,1060,492.0,2.15,49,23,2.13,0.46,10.58,1.0,10.58,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-22,18-24,Male,1573,973.0,1.62,61,31,1.96,0.48,14.88,1.0,14.88,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-11,35-44,Female,3508,1637.0,2.14,70,43,1.24,0.4,17.2,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-10,55-64,Female,945,450.0,2.1,32,16,1.72,0.51,8.16,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-03,65+,Female,651,417.0,1.56,11,8,1.19,0.45,3.6,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-04,65+,Female,1010,581.0,1.74,22,13,1.28,0.54,7.02,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-12,18-24,Female,1357,761.0,1.78,36,23,1.67,0.48,11.04,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-24,35-44,Female,1624,740.0,2.19,42,19,1.16,0.44,8.36,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-18,45-54,Male,2837,2038.0,1.39,72,40,1.42,0.64,25.6,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-28,55-64,Male,947,561.0,1.69,41,19,2.0,0.35,6.65,1.0,6.65,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-28,65+,Female,1121,627.0,1.79,29,18,1.59,0.52,9.36,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-18,35-44,Male,3597,1834.0,1.96,53,34,0.95,0.42,14.28,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-01,55-64,Female,1551,1118.0,1.39,48,28,1.8,0.55,15.4,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-10,45-54,Male,3582,2191.0,1.63,104,51,1.43,0.45,22.95,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-31,45-54,Female,2114,1117.0,1.89,62,28,1.31,0.5,14.0,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-17,35-44,Female,3642,1711.0,2.13,117,52,1.43,0.32,16.64,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-19,45-54,Male,1858,880.0,2.11,29,19,1.02,0.37,7.03,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-27,25-34,Male,4186,3057.0,1.37,96,53,1.26,0.37,19.61,2.0,9.8,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-26,35-44,Male,2204,1541.0,1.43,101,47,2.12,0.61,28.67,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-28,18-24,Female,3080,2031.0,1.52,118,58,1.88,0.46,26.68,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-05,35-44,Male,4814,3261.0,1.48,164,96,2.0,0.33,31.68,3.0,10.56,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-07,45-54,Male,3162,2084.0,1.52,98,57,1.8,0.65,37.05,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-26,25-34,Male,3177,1642.0,1.93,71,41,1.28,0.36,14.76,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-04,45-54,Female,2403,1184.0,2.03,59,38,1.56,0.46,17.48,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-19,65+,Female,927,497.0,1.87,41,20,2.2,0.39,7.8,1.0,7.8,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-15,45-54,Male,2879,1362.0,2.11,71,41,1.41,0.41,16.81,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-17,18-24,Female,1707,965.0,1.77,56,37,2.14,0.44,16.28,1.0,16.28,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-04,65+,Male,1769,1340.0,1.32,49,23,1.27,0.35,8.05,1.0,8.05,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-17,35-44,Female,2073,961.0,2.16,96,50,2.42,0.54,27.0,2.0,13.5,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-17,18-24,Male,2096,1507.0,1.39,60,34,1.64,0.42,14.28,1.0,14.28,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-28,55-64,Female,1387,728.0,1.91,25,16,1.15,0.37,5.92,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-07,18-24,Male,1897,1439.0,1.32,45,29,1.51,0.55,15.95,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-25,45-54,Male,3677,1973.0,1.86,127,72,1.95,0.32,23.04,2.0,11.52,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-31,45-54,Male,2148,1043.0,2.06,70,43,1.99,0.56,24.08,1.0,24.08,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-10,25-34,Female,2537,1206.0,2.1,87,40,1.57,0.46,18.4,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-19,45-54,Female,2903,1812.0,1.6,55,39,1.34,0.36,14.04,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-19,18-24,Male,2369,1729.0,1.37,81,43,1.83,0.37,15.91,1.0,15.91,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-01,25-34,Female,1994,1511.0,1.32,49,25,1.26,0.35,8.75,1.0,8.75,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-21,45-54,Female,1454,707.0,2.06,28,17,1.15,0.64,10.88,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-27,65+,Male,1069,551.0,1.94,40,18,1.66,0.38,6.84,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-08,25-34,Male,3553,1773.0,2.0,88,52,1.47,0.38,19.76,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-13,35-44,Female,4189,2035.0,2.06,186,84,2.0,0.34,28.56,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-05,65+,Female,1265,,,26,12,0.92,0.43,5.16,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-06,25-34,Female,4679,2212.0,2.12,99,49,1.05,0.33,16.17,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-21,35-44,Male,1605,1074.0,1.49,72,36,2.26,0.51,18.36,1.0,18.36,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-11,45-54,Female,1516,947.0,1.6,28,16,1.06,0.43,6.88,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-23,55-64,Female,1716,1118.0,1.53,39,21,1.2,0.46,9.66,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-21,55-64,Female,975,640.0,1.52,33,17,1.73,0.35,5.95,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-24,65+,Male,1719,826.0,2.08,41,26,1.5,0.49,12.74,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-08,65+,Male,1160,560.0,2.07,17,12,1.02,0.46,5.52,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-12,18-24,Male,2061,1515.0,1.36,73,42,2.02,0.69,28.98,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-07-05,65+,Female,1084,501.0,2.16,26,12,1.14,0.38,4.56,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-19,25-34,Female,1726,1178.0,1.47,54,25,1.46,0.6,15.0,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-01,18-24,Female,1826,1047.0,1.74,58,34,1.85,0.4,13.6,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-25,55-64,Female,1828,1001.0,1.83,63,38,2.09,0.47,17.86,1.0,17.86,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-24,45-54,Female,1596,789.0,2.02,65,37,2.3,0.51,18.87,1.0,18.87,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-10,35-44,Male,2355,1713.0,1.37,72,32,1.34,0.5,16.0,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-27,45-54,Male,3012,1680.0,1.79,123,67,2.24,0.31,20.77,2.0,10.38,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-06,45-54,Male,1733,898.0,1.93,73,38,2.17,0.5,19.0,1.0,19.0,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-06,25-34,Male,3259,2106.0,1.55,64,44,1.35,0.41,18.04,1.0,18.04,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-19,45-54,Male,1795,1265.0,1.42,69,36,2.0,0.34,12.24,1.0,12.24,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-07-03,35-44,Female,3654,2122.0,1.72,90,45,1.22,0.49,22.05,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-15,18-24,Female,1611,822.0,1.96,26,17,1.04,0.51,8.67,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-07-03,25-34,Male,4342,2170.0,2.0,92,54,1.25,0.57,30.78,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-13,45-54,Male,3325,2406.0,1.38,156,69,2.07,0.51,35.19,2.0,17.59,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-07,25-34,Female,3217,1797.0,1.79,102,45,1.39,0.31,13.95,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-28,55-64,Female,1524,849.0,1.8,59,27,1.75,0.37,9.99,1.0,9.99,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-26,65+,Female,984,455.0,2.16,17,11,1.12,0.41,4.51,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-02,18-24,Male,3707,2736.0,1.35,85,51,1.38,0.36,18.36,2.0,9.18,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-09,18-24,Male,2709,1604.0,1.69,75,52,1.93,0.49,25.48,1.0,25.48,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-22,55-64,Female,763,486.0,1.57,22,15,2.01,0.33,4.95,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-09,65+,Male,660,313.0,2.11,26,13,2.04,0.44,5.72,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-22,45-54,Female,1647,1221.0,1.35,59,29,1.79,0.42,12.18,1.0,12.18,Website purchases
